tmc_code,measurement_tstamp,speed,historical_average_speed,historical_average_speed,reference_speed,travel_time_minutes,travel_time_minutes,confidence_score,confidence,data_quality,cvalue
101+20107,2024-10-13 00:02:00,37.00,36.00,36.00,36.00,0.21,0.21,96.00,0.96,96.00,
101+20107,2024-10-13 00:03:00,37.00,36.00,36.00,36.00,0.21,0.21,94.00,0.94,94.00,
101+20107,2024-10-13 00:04:00,36.00,36.00,36.00,36.00,0.22,0.22,95.00,0.95,95.00,
101+20107,2024-10-13 00:05:00,40.00,36.00,36.00,36.00,0.20,0.20,97.00,0.97,97.00,
101+20107,2024-10-13 00:06:00,40.00,36.00,36.00,36.00,0.20,0.20,97.00,0.97,97.00,
101+20107,2024-10-13 00:07:00,40.00,36.00,36.00,36.00,0.20,0.20,97.00,0.97,97.00,
101+20107,2024-10-13 00:08:00,40.00,36.00,36.00,36.00,0.20,0.20,95.00,0.95,95.00,
101+20107,2024-10-13 00:09:00,41.00,36.00,36.00,36.00,0.19,0.19,95.00,0.95,95.00,
101+20107,2024-10-13 00:10:00,40.00,36.00,36.00,36.00,0.20,0.20,96.00,0.96,96.00,
101+20107,2024-10-13 00:11:00,39.00,36.00,36.00,36.00,0.20,0.20,96.00,0.96,96.00,
101+20107,2024-10-13 00:12:00,39.00,36.00,36.00,36.00,0.20,0.20,97.00,0.97,97.00,
101+20107,2024-10-13 00:13:00,37.00,36.00,36.00,36.00,0.21,0.21,97.00,0.97,97.00,
101+20107,2024-10-13 00:14:00,38.00,36.00,36.00,36.00,0.21,0.21,97.00,0.97,97.00,
101+20107,2024-10-13 00:15:00,38.00,36.00,36.00,36.00,0.21,0.21,96.00,0.96,96.00,
101+20107,2024-10-13 00:16:00,38.00,36.00,36.00,36.00,0.21,0.21,95.00,0.95,95.00,
101+20107,2024-10-13 00:17:00,38.00,36.00,36.00,36.00,0.21,0.21,95.00,0.95,95.00,
101+20107,2024-10-13 00:18:00,28.00,36.00,36.00,36.00,0.28,0.28,98.00,0.98,98.00,
101+20107,2024-10-13 00:19:00,29.00,36.00,36.00,36.00,0.27,0.27,98.00,0.98,98.00,
101+20107,2024-10-13 00:20:00,29.00,36.00,36.00,36.00,0.27,0.27,98.00,0.98,98.00,
101+20107,2024-10-13 00:21:00,32.00,36.00,36.00,36.00,0.24,0.24,98.00,0.98,98.00,
101+20107,2024-10-13 00:22:00,29.00,36.00,36.00,36.00,0.27,0.27,98.00,0.98,98.00,
101+20107,2024-10-13 00:23:00,29.00,36.00,36.00,36.00,0.27,0.27,95.00,0.95,95.00,
101+20107,2024-10-13 00:24:00,31.00,36.00,36.00,36.00,0.25,0.25,94.00,0.94,94.00,
101+20107,2024-10-13 00:25:00,27.00,36.00,36.00,36.00,0.29,0.29,94.00,0.94,94.00,
101+20107,2024-10-13 00:26:00,23.00,36.00,36.00,36.00,0.34,0.34,99.00,0.99,99.00,
101+20107,2024-10-13 00:27:00,22.00,36.00,36.00,36.00,0.36,0.36,99.00,0.99,99.00,
101+20107,2024-10-13 00:28:00,23.00,36.00,36.00,36.00,0.34,0.34,98.00,0.98,98.00,
101+20107,2024-10-13 00:29:00,23.00,36.00,36.00,36.00,0.34,0.34,98.00,0.98,98.00,
101+20107,2024-10-13 00:30:00,28.00,36.00,36.00,36.00,0.28,0.28,98.00,0.98,98.00,
101+20107,2024-10-13 00:31:00,29.00,36.00,36.00,36.00,0.27,0.27,97.00,0.97,97.00,
101+20107,2024-10-13 00:32:00,35.00,36.00,36.00,36.00,0.22,0.22,98.00,0.98,98.00,
101+20107,2024-10-13 00:33:00,35.00,36.00,36.00,36.00,0.22,0.22,98.00,0.98,98.00,
101+20107,2024-10-13 00:34:00,27.00,36.00,36.00,36.00,0.29,0.29,99.00,0.99,99.00,
101+20107,2024-10-13 00:35:00,28.00,36.00,36.00,36.00,0.28,0.28,99.00,0.99,99.00,
101+20107,2024-10-13 00:36:00,34.00,36.00,36.00,36.00,0.23,0.23,98.00,0.98,98.00,
101+20107,2024-10-13 00:37:00,29.00,36.00,36.00,36.00,0.27,0.27,98.00,0.98,98.00,
101+20107,2024-10-13 00:38:00,34.00,36.00,36.00,36.00,0.23,0.23,98.00,0.98,98.00,
101+20107,2024-10-13 00:39:00,36.00,36.00,36.00,36.00,0.22,0.22,97.00,0.97,97.00,
101+20107,2024-10-13 00:40:00,34.00,36.00,36.00,36.00,0.23,0.23,97.00,0.97,97.00,
101+20107,2024-10-13 00:41:00,39.00,36.00,36.00,36.00,0.20,0.20,97.00,0.97,97.00,
101+20107,2024-10-13 00:42:00,41.00,36.00,36.00,36.00,0.19,0.19,96.00,0.96,96.00,
101+20107,2024-10-13 00:43:00,40.00,36.00,36.00,36.00,0.20,0.20,96.00,0.96,96.00,
101+20107,2024-10-13 00:44:00,39.00,36.00,36.00,36.00,0.20,0.20,95.00,0.95,95.00,
101+20107,2024-10-13 00:45:00,41.00,36.00,36.00,36.00,0.19,0.19,95.00,0.95,95.00,
101+20107,2024-10-13 00:46:00,41.00,36.00,36.00,36.00,0.19,0.19,91.00,0.91,91.00,
101+20107,2024-10-13 00:47:00,39.00,36.00,36.00,36.00,0.20,0.20,92.00,0.92,92.00,
101+20107,2024-10-13 00:48:00,39.00,36.00,36.00,36.00,0.20,0.20,95.00,0.95,95.00,
101+20107,2024-10-13 00:49:00,40.00,36.00,36.00,36.00,0.20,0.20,94.00,0.94,94.00,
101+20107,2024-10-13 00:50:00,28.00,36.00,36.00,36.00,0.28,0.28,98.00,0.98,98.00,
101+20107,2024-10-13 00:51:00,27.00,36.00,36.00,36.00,0.29,0.29,97.00,0.97,97.00,
101+20107,2024-10-13 00:52:00,27.00,36.00,36.00,36.00,0.29,0.29,97.00,0.97,97.00,
101+20107,2024-10-13 00:53:00,28.00,36.00,36.00,36.00,0.28,0.28,96.00,0.96,96.00,
101+20107,2024-10-13 00:54:00,27.00,36.00,36.00,36.00,0.29,0.29,98.00,0.98,98.00,
101+20107,2024-10-13 00:55:00,32.00,36.00,36.00,36.00,0.24,0.24,99.00,0.99,99.00,
101+20107,2024-10-13 00:56:00,36.00,36.00,36.00,36.00,0.22,0.22,99.00,0.99,99.00,
101+20107,2024-10-13 00:57:00,35.00,36.00,36.00,36.00,0.22,0.22,99.00,0.99,99.00,
101+20107,2024-10-13 00:58:00,29.00,36.00,36.00,36.00,0.27,0.27,99.00,0.99,99.00,
101+20107,2024-10-13 00:59:00,38.00,36.00,36.00,36.00,0.21,0.21,98.00,0.98,98.00,
101+20107,2024-10-13 01:00:00,37.00,36.00,36.00,36.00,0.21,0.21,97.00,0.97,97.00,
101+20107,2024-10-13 01:01:00,37.00,36.00,36.00,36.00,0.21,0.21,96.00,0.96,96.00,
101+20107,2024-10-13 01:02:00,38.00,36.00,36.00,36.00,0.21,0.21,96.00,0.96,96.00,
101+20107,2024-10-13 01:03:00,37.00,36.00,36.00,36.00,0.21,0.21,96.00,0.96,96.00,
101+20107,2024-10-13 01:04:00,37.00,36.00,36.00,36.00,0.21,0.21,96.00,0.96,96.00,
101+20107,2024-10-13 01:05:00,39.00,36.00,36.00,36.00,0.20,0.20,96.00,0.96,96.00,
101+20107,2024-10-13 01:06:00,39.00,36.00,36.00,36.00,0.20,0.20,97.00,0.97,97.00,
101+20107,2024-10-13 01:07:00,39.00,36.00,36.00,36.00,0.20,0.20,97.00,0.97,97.00,
101+20107,2024-10-13 01:08:00,39.00,36.00,36.00,36.00,0.20,0.20,96.00,0.96,96.00,
101+20107,2024-10-13 01:09:00,39.00,36.00,36.00,36.00,0.20,0.20,94.00,0.94,94.00,
101+20107,2024-10-13 01:10:00,39.00,36.00,36.00,36.00,0.20,0.20,91.00,0.91,91.00,
101+20107,2024-10-13 01:11:00,37.00,36.00,36.00,36.00,0.21,0.21,94.00,0.94,94.00,
101+20107,2024-10-13 01:12:00,37.00,36.00,36.00,36.00,0.21,0.21,94.00,0.94,94.00,
101+20107,2024-10-13 01:13:00,37.00,36.00,36.00,36.00,0.21,0.21,93.00,0.93,93.00,
101+20107,2024-10-13 01:14:00,37.00,36.00,36.00,36.00,0.21,0.21,91.00,0.91,91.00,
101+20107,2024-10-13 01:15:00,35.00,36.00,36.00,36.00,0.22,0.22,92.00,0.92,92.00,
101+20107,2024-10-13 01:16:00,35.00,36.00,36.00,36.00,0.22,0.22,91.00,0.91,91.00,
101+20107,2024-10-13 01:17:00,35.00,36.00,36.00,36.00,0.22,0.22,90.00,0.90,90.00,
101+20107,2024-10-13 01:18:00,35.00,36.00,36.00,36.00,0.22,0.22,90.00,0.90,90.00,
101+20107,2024-10-13 01:19:00,35.00,36.00,36.00,36.00,0.22,0.22,88.00,0.88,88.00,
101+20107,2024-10-13 01:20:00,35.00,36.00,36.00,36.00,0.22,0.22,86.00,0.86,86.00,
101+20107,2024-10-13 01:21:00,35.00,36.00,36.00,36.00,0.22,0.22,85.00,0.85,85.00,
101+20107,2024-10-13 01:22:00,38.00,36.00,36.00,36.00,0.21,0.21,90.00,0.90,90.00,
101+20107,2024-10-13 01:23:00,40.00,36.00,36.00,36.00,0.20,0.20,89.00,0.89,89.00,
101+20107,2024-10-13 01:24:00,40.00,36.00,36.00,36.00,0.20,0.20,88.00,0.88,88.00,
101+20107,2024-10-13 01:25:00,39.00,36.00,36.00,36.00,0.20,0.20,86.00,0.86,86.00,
101+20107,2024-10-13 01:26:00,39.00,36.00,36.00,36.00,0.20,0.20,85.00,0.85,85.00,
101+20107,2024-10-13 01:27:00,39.00,36.00,36.00,36.00,0.20,0.20,82.00,0.82,82.00,
101+20107,2024-10-13 01:28:00,38.00,36.00,36.00,36.00,0.21,0.21,82.00,0.82,82.00,
101+20107,2024-10-13 01:29:00,35.00,36.00,36.00,36.00,0.22,0.22,83.00,0.83,83.00,
101+20107,2024-10-13 01:30:00,36.00,36.00,36.00,36.00,0.22,0.22,87.00,0.87,87.00,
101+20107,2024-10-13 01:31:00,36.00,36.00,36.00,36.00,0.22,0.22,86.00,0.86,86.00,
101+20107,2024-10-13 01:32:00,41.00,36.00,36.00,36.00,0.19,0.19,89.00,0.89,89.00,
101+20107,2024-10-13 01:33:00,41.00,36.00,36.00,36.00,0.19,0.19,89.00,0.89,89.00,
101+20107,2024-10-13 01:34:00,39.00,36.00,36.00,36.00,0.20,0.20,86.00,0.86,86.00,
101+20107,2024-10-13 01:35:00,40.00,36.00,36.00,36.00,0.20,0.20,86.00,0.86,86.00,
101+20107,2024-10-13 01:36:00,40.00,36.00,36.00,36.00,0.20,0.20,83.00,0.83,83.00,
101+20107,2024-10-13 01:37:00,38.00,36.00,36.00,36.00,0.21,0.21,82.00,0.82,82.00,
101+20107,2024-10-13 01:38:00,39.00,36.00,36.00,36.00,0.20,0.20,82.00,0.82,82.00,
101+20107,2024-10-13 01:39:00,39.00,36.00,36.00,36.00,0.20,0.20,81.00,0.81,81.00,
101+20107,2024-10-13 01:40:00,38.00,36.00,36.00,36.00,0.21,0.21,81.00,0.81,81.00,
101+20107,2024-10-13 01:41:00,39.00,36.00,36.00,36.00,0.20,0.20,79.00,0.79,79.00,
101+20107,2024-10-13 01:42:00,39.00,36.00,36.00,36.00,0.20,0.20,77.00,0.77,77.00,
101+20107,2024-10-13 01:43:00,38.00,36.00,36.00,36.00,0.21,0.21,77.00,0.77,77.00,
101+20107,2024-10-13 01:44:00,41.00,36.00,36.00,36.00,0.19,0.19,88.00,0.88,88.00,
101+20107,2024-10-13 01:45:00,41.00,36.00,36.00,36.00,0.19,0.19,88.00,0.88,88.00,
101+20107,2024-10-13 01:46:00,41.00,36.00,36.00,36.00,0.19,0.19,88.00,0.88,88.00,
101+20107,2024-10-13 01:47:00,41.00,36.00,36.00,36.00,0.19,0.19,88.00,0.88,88.00,
101+20107,2024-10-13 01:48:00,41.00,36.00,36.00,36.00,0.19,0.19,83.00,0.83,83.00,
101+20107,2024-10-13 01:49:00,41.00,36.00,36.00,36.00,0.19,0.19,82.00,0.82,82.00,
101+20107,2024-10-13 01:50:00,41.00,36.00,36.00,36.00,0.19,0.19,82.00,0.82,82.00,
101+20107,2024-10-13 01:51:00,40.00,36.00,36.00,36.00,0.20,0.20,81.00,0.81,81.00,
101+20107,2024-10-13 01:52:00,40.00,36.00,36.00,36.00,0.20,0.20,81.00,0.81,81.00,
101+20107,2024-10-13 01:53:00,40.00,36.00,36.00,36.00,0.20,0.20,77.00,0.77,77.00,
101+20107,2024-10-13 01:54:00,40.00,36.00,36.00,36.00,0.20,0.20,77.00,0.77,77.00,
101+20107,2024-10-13 01:55:00,40.00,36.00,36.00,36.00,0.20,0.20,77.00,0.77,77.00,
101+20107,2024-10-13 01:56:00,40.00,36.00,36.00,36.00,0.20,0.20,77.00,0.77,77.00,
101+20107,2024-10-13 01:57:00,40.00,36.00,36.00,36.00,0.20,0.20,77.00,0.77,77.00,
101+20107,2024-10-13 01:58:00,40.00,36.00,36.00,36.00,0.20,0.20,75.00,0.75,75.00,
101+20107,2024-10-13 01:59:00,40.00,36.00,36.00,36.00,0.20,0.20,75.00,0.75,75.00,
101+20107,2024-10-13 02:00:00,38.00,36.00,36.00,36.00,0.21,0.21,82.00,0.82,82.00,
101+20107,2024-10-13 02:01:00,38.00,36.00,36.00,36.00,0.21,0.21,82.00,0.82,82.00,
101+20107,2024-10-13 02:02:00,38.00,36.00,36.00,36.00,0.21,0.21,82.00,0.82,82.00,
101+20107,2024-10-13 02:03:00,38.00,36.00,36.00,36.00,0.21,0.21,79.00,0.79,79.00,
101+20107,2024-10-13 02:04:00,38.00,36.00,36.00,36.00,0.21,0.21,78.00,0.78,78.00,
101+20107,2024-10-13 02:05:00,38.00,36.00,36.00,36.00,0.21,0.21,76.00,0.76,76.00,
101+20107,2024-10-13 02:06:00,38.00,36.00,36.00,36.00,0.21,0.21,76.00,0.76,76.00,
101+20107,2024-10-13 02:07:00,38.00,36.00,36.00,36.00,0.21,0.21,76.00,0.76,76.00,
101-07134,2024-10-13 00:00:00,28.00,37.00,37.00,37.00,2.53,2.53,99.00,0.99,99.00,
101-07134,2024-10-13 00:01:00,27.00,37.00,37.00,37.00,2.63,2.63,99.00,0.99,99.00,
101-07134,2024-10-13 00:02:00,27.00,37.00,37.00,37.00,2.63,2.63,99.00,0.99,99.00,
101-07134,2024-10-13 00:03:00,31.00,37.00,37.00,37.00,2.29,2.29,99.00,0.99,99.00,
101-07134,2024-10-13 00:04:00,30.00,37.00,37.00,37.00,2.36,2.36,99.00,0.99,99.00,
101-07134,2024-10-13 00:05:00,31.00,37.00,37.00,37.00,2.29,2.29,99.00,0.99,99.00,
101-07134,2024-10-13 00:06:00,31.00,37.00,37.00,37.00,2.29,2.29,99.00,0.99,99.00,
101-07134,2024-10-13 00:07:00,31.00,37.00,37.00,37.00,2.29,2.29,99.00,0.99,99.00,
101-07134,2024-10-13 00:08:00,29.00,37.00,37.00,37.00,2.45,2.45,99.00,0.99,99.00,
101-07134,2024-10-13 00:09:00,29.00,37.00,37.00,37.00,2.45,2.45,99.00,0.99,99.00,
101-07134,2024-10-13 00:10:00,32.00,37.00,37.00,37.00,2.22,2.22,99.00,0.99,99.00,
101-07134,2024-10-13 00:11:00,31.00,37.00,37.00,37.00,2.29,2.29,99.00,0.99,99.00,
101-07134,2024-10-13 00:12:00,32.00,37.00,37.00,37.00,2.22,2.22,99.00,0.99,99.00,
101-07134,2024-10-13 00:13:00,34.00,37.00,37.00,37.00,2.09,2.09,99.00,0.99,99.00,
101-07134,2024-10-13 00:14:00,31.00,37.00,37.00,37.00,2.29,2.29,99.00,0.99,99.00,
101-07134,2024-10-13 00:15:00,32.00,37.00,37.00,37.00,2.22,2.22,99.00,0.99,99.00,
101-07134,2024-10-13 00:16:00,34.00,37.00,37.00,37.00,2.09,2.09,99.00,0.99,99.00,
101-07134,2024-10-13 00:17:00,35.00,37.00,37.00,37.00,2.03,2.03,99.00,0.99,99.00,
101-07134,2024-10-13 00:18:00,35.00,37.00,37.00,37.00,2.03,2.03,99.00,0.99,99.00,
101-07134,2024-10-13 00:19:00,35.00,37.00,37.00,37.00,2.03,2.03,99.00,0.99,99.00,
101-07134,2024-10-13 00:20:00,35.00,37.00,37.00,37.00,2.03,2.03,99.00,0.99,99.00,
101-07134,2024-10-13 00:21:00,34.00,37.00,37.00,37.00,2.09,2.09,99.00,0.99,99.00,
101-07134,2024-10-13 00:22:00,35.00,37.00,37.00,37.00,2.03,2.03,99.00,0.99,99.00,
101-07134,2024-10-13 00:23:00,35.00,37.00,37.00,37.00,2.03,2.03,99.00,0.99,99.00,
101-07134,2024-10-13 00:24:00,35.00,37.00,37.00,37.00,2.03,2.03,99.00,0.99,99.00,
101-07134,2024-10-13 00:25:00,33.00,37.00,37.00,37.00,2.15,2.15,99.00,0.99,99.00,
101-07134,2024-10-13 00:26:00,32.00,37.00,37.00,37.00,2.22,2.22,99.00,0.99,99.00,
101-07134,2024-10-13 00:27:00,32.00,37.00,37.00,37.00,2.22,2.22,99.00,0.99,99.00,
101-07134,2024-10-13 00:28:00,32.00,37.00,37.00,37.00,2.22,2.22,99.00,0.99,99.00,
101-07134,2024-10-13 00:29:00,32.00,37.00,37.00,37.00,2.22,2.22,99.00,0.99,99.00,
101-07134,2024-10-13 00:30:00,32.00,37.00,37.00,37.00,2.22,2.22,99.00,0.99,99.00,
101-07134,2024-10-13 00:31:00,31.00,37.00,37.00,37.00,2.29,2.29,99.00,0.99,99.00,
101-07134,2024-10-13 00:32:00,32.00,37.00,37.00,37.00,2.22,2.22,99.00,0.99,99.00,
101-07134,2024-10-13 00:33:00,34.00,37.00,37.00,37.00,2.09,2.09,99.00,0.99,99.00,
101-07134,2024-10-13 00:34:00,31.00,37.00,37.00,37.00,2.29,2.29,99.00,0.99,99.00,
101-07134,2024-10-13 00:35:00,32.00,37.00,37.00,37.00,2.22,2.22,99.00,0.99,99.00,
101-07134,2024-10-13 00:36:00,34.00,37.00,37.00,37.00,2.09,2.09,99.00,0.99,99.00,
101-07134,2024-10-13 00:37:00,36.00,37.00,37.00,37.00,1.97,1.97,99.00,0.99,99.00,
101-07134,2024-10-13 00:38:00,37.00,37.00,37.00,37.00,1.92,1.92,99.00,0.99,99.00,
101-07134,2024-10-13 00:39:00,37.00,37.00,37.00,37.00,1.92,1.92,99.00,0.99,99.00,
101-07134,2024-10-13 00:40:00,36.00,37.00,37.00,37.00,1.97,1.97,99.00,0.99,99.00,
101-07134,2024-10-13 00:41:00,39.00,37.00,37.00,37.00,1.82,1.82,98.00,0.98,98.00,
101-07134,2024-10-13 00:42:00,37.00,37.00,37.00,37.00,1.92,1.92,98.00,0.98,98.00,
101-07134,2024-10-13 00:43:00,36.00,37.00,37.00,37.00,1.97,1.97,99.00,0.99,99.00,
101-07134,2024-10-13 00:44:00,36.00,37.00,37.00,37.00,1.97,1.97,97.00,0.97,97.00,
101-07134,2024-10-13 00:45:00,34.00,37.00,37.00,37.00,2.09,2.09,97.00,0.97,97.00,
101-07134,2024-10-13 00:46:00,32.00,37.00,37.00,37.00,2.22,2.22,98.00,0.98,98.00,
101-07134,2024-10-13 00:47:00,34.00,37.00,37.00,37.00,2.09,2.09,97.00,0.97,97.00,
101-07134,2024-10-13 00:48:00,33.00,37.00,37.00,37.00,2.15,2.15,97.00,0.97,97.00,
101-07134,2024-10-13 00:49:00,33.00,37.00,37.00,37.00,2.15,2.15,97.00,0.97,97.00,
101-07134,2024-10-13 00:50:00,35.00,37.00,37.00,37.00,2.03,2.03,97.00,0.97,97.00,
101-07134,2024-10-13 00:51:00,34.00,37.00,37.00,37.00,2.09,2.09,98.00,0.98,98.00,
101-07134,2024-10-13 00:52:00,35.00,37.00,37.00,37.00,2.03,2.03,97.00,0.97,97.00,
101-07134,2024-10-13 00:53:00,35.00,37.00,37.00,37.00,2.03,2.03,98.00,0.98,98.00,
101-07134,2024-10-13 00:54:00,34.00,37.00,37.00,37.00,2.09,2.09,97.00,0.97,97.00,
101-07134,2024-10-13 00:55:00,33.00,37.00,37.00,37.00,2.15,2.15,98.00,0.98,98.00,
101-07134,2024-10-13 00:56:00,36.00,37.00,37.00,37.00,1.97,1.97,99.00,0.99,99.00,
101-07134,2024-10-13 00:57:00,33.00,37.00,37.00,37.00,2.15,2.15,98.00,0.98,98.00,
101-07134,2024-10-13 00:58:00,30.00,37.00,37.00,37.00,2.36,2.36,99.00,0.99,99.00,
101-07134,2024-10-13 00:59:00,32.00,37.00,37.00,37.00,2.22,2.22,98.00,0.98,98.00,
101-07134,2024-10-13 01:00:00,30.00,37.00,37.00,37.00,2.36,2.36,99.00,0.99,99.00,
101-07134,2024-10-13 01:01:00,33.00,37.00,37.00,37.00,2.15,2.15,98.00,0.98,98.00,
101-07134,2024-10-13 01:02:00,38.00,37.00,37.00,37.00,1.87,1.87,98.00,0.98,98.00,
101-07134,2024-10-13 01:03:00,34.00,37.00,37.00,37.00,2.09,2.09,97.00,0.97,97.00,
101-07134,2024-10-13 01:04:00,39.00,37.00,37.00,37.00,1.82,1.82,98.00,0.98,98.00,
101-07134,2024-10-13 01:05:00,38.00,37.00,37.00,37.00,1.87,1.87,98.00,0.98,98.00,
101-07134,2024-10-13 01:06:00,38.00,37.00,37.00,37.00,1.87,1.87,97.00,0.97,97.00,
101-07134,2024-10-13 01:07:00,39.00,37.00,37.00,37.00,1.82,1.82,97.00,0.97,97.00,
101-07134,2024-10-13 01:08:00,38.00,37.00,37.00,37.00,1.87,1.87,96.00,0.96,96.00,
101-07134,2024-10-13 01:09:00,38.00,37.00,37.00,37.00,1.87,1.87,95.00,0.95,95.00,
101-07134,2024-10-13 01:10:00,38.00,37.00,37.00,37.00,1.87,1.87,95.00,0.95,95.00,
101-07134,2024-10-13 01:11:00,36.00,37.00,37.00,37.00,1.97,1.97,94.00,0.94,94.00,
101-07134,2024-10-13 01:12:00,36.00,37.00,37.00,37.00,1.97,1.97,96.00,0.96,96.00,
101-07134,2024-10-13 01:13:00,37.00,37.00,37.00,37.00,1.92,1.92,93.00,0.93,93.00,
101-07134,2024-10-13 01:14:00,36.00,37.00,37.00,37.00,1.97,1.97,93.00,0.93,93.00,
101-07134,2024-10-13 01:15:00,38.00,37.00,37.00,37.00,1.87,1.87,91.00,0.91,91.00,
101-07134,2024-10-13 01:16:00,38.00,37.00,37.00,37.00,1.87,1.87,90.00,0.90,90.00,
101-07134,2024-10-13 01:17:00,38.00,37.00,37.00,37.00,1.87,1.87,89.00,0.89,89.00,
101-07134,2024-10-13 01:18:00,38.00,37.00,37.00,37.00,1.87,1.87,88.00,0.88,88.00,
101-07134,2024-10-13 01:19:00,33.00,37.00,37.00,37.00,2.15,2.15,92.00,0.92,92.00,
101-07134,2024-10-13 01:20:00,32.00,37.00,37.00,37.00,2.22,2.22,96.00,0.96,96.00,
101-07134,2024-10-13 01:21:00,30.00,37.00,37.00,37.00,2.36,2.36,96.00,0.96,96.00,
101-07134,2024-10-13 01:22:00,29.00,37.00,37.00,37.00,2.45,2.45,96.00,0.96,96.00,
101-07134,2024-10-13 01:23:00,29.00,37.00,37.00,37.00,2.45,2.45,95.00,0.95,95.00,
101-07134,2024-10-13 01:24:00,30.00,37.00,37.00,37.00,2.36,2.36,95.00,0.95,95.00,
101-07134,2024-10-13 01:25:00,29.00,37.00,37.00,37.00,2.45,2.45,94.00,0.94,94.00,
101-07134,2024-10-13 01:26:00,30.00,37.00,37.00,37.00,2.36,2.36,96.00,0.96,96.00,
101-07134,2024-10-13 01:27:00,30.00,37.00,37.00,37.00,2.36,2.36,96.00,0.96,96.00,
101-07134,2024-10-13 01:28:00,30.00,37.00,37.00,37.00,2.36,2.36,96.00,0.96,96.00,
101-07134,2024-10-13 01:29:00,30.00,37.00,37.00,37.00,2.36,2.36,97.00,0.97,97.00,
101-07134,2024-10-13 01:30:00,33.00,37.00,37.00,37.00,2.15,2.15,97.00,0.97,97.00,
101-07134,2024-10-13 01:31:00,33.00,37.00,37.00,37.00,2.15,2.15,98.00,0.98,98.00,
101-07134,2024-10-13 01:32:00,33.00,37.00,37.00,37.00,2.15,2.15,98.00,0.98,98.00,
101-07134,2024-10-13 01:33:00,33.00,37.00,37.00,37.00,2.15,2.15,97.00,0.97,97.00,
101-07134,2024-10-13 01:34:00,37.00,37.00,37.00,37.00,1.92,1.92,97.00,0.97,97.00,
101-07134,2024-10-13 01:35:00,37.00,37.00,37.00,37.00,1.92,1.92,97.00,0.97,97.00,
101-07134,2024-10-13 01:36:00,36.00,37.00,37.00,37.00,1.97,1.97,98.00,0.98,98.00,
101-07134,2024-10-13 01:37:00,38.00,37.00,37.00,37.00,1.87,1.87,99.00,0.99,99.00,
101-07134,2024-10-13 01:38:00,38.00,37.00,37.00,37.00,1.87,1.87,99.00,0.99,99.00,
101-07134,2024-10-13 01:39:00,38.00,37.00,37.00,37.00,1.87,1.87,99.00,0.99,99.00,
101-07134,2024-10-13 01:40:00,39.00,37.00,37.00,37.00,1.82,1.82,99.00,0.99,99.00,
101-07134,2024-10-13 01:41:00,37.00,37.00,37.00,37.00,1.92,1.92,99.00,0.99,99.00,
101-07134,2024-10-13 01:42:00,35.00,37.00,37.00,37.00,2.03,2.03,99.00,0.99,99.00,
101-07134,2024-10-13 01:43:00,33.00,37.00,37.00,37.00,2.15,2.15,99.00,0.99,99.00,
101-07134,2024-10-13 01:44:00,32.00,37.00,37.00,37.00,2.22,2.22,99.00,0.99,99.00,
101-07134,2024-10-13 01:45:00,36.00,37.00,37.00,37.00,1.97,1.97,99.00,0.99,99.00,
101-07134,2024-10-13 01:46:00,33.00,37.00,37.00,37.00,2.15,2.15,99.00,0.99,99.00,
101-07134,2024-10-13 01:47:00,32.00,37.00,37.00,37.00,2.22,2.22,99.00,0.99,99.00,
101-07134,2024-10-13 01:48:00,35.00,37.00,37.00,37.00,2.03,2.03,99.00,0.99,99.00,
101-07134,2024-10-13 01:49:00,36.00,37.00,37.00,37.00,1.97,1.97,99.00,0.99,99.00,
101-07134,2024-10-13 01:50:00,37.00,37.00,37.00,37.00,1.92,1.92,99.00,0.99,99.00,
101-07134,2024-10-13 01:51:00,40.00,37.00,37.00,37.00,1.77,1.77,99.00,0.99,99.00,
101-07134,2024-10-13 01:52:00,37.00,37.00,37.00,37.00,1.92,1.92,99.00,0.99,99.00,
101-07134,2024-10-13 01:53:00,37.00,37.00,37.00,37.00,1.92,1.92,99.00,0.99,99.00,
101-07134,2024-10-13 01:54:00,40.00,37.00,37.00,37.00,1.77,1.77,99.00,0.99,99.00,
101-07134,2024-10-13 01:55:00,42.00,37.00,37.00,37.00,1.69,1.69,99.00,0.99,99.00,
101-07134,2024-10-13 01:56:00,40.00,37.00,37.00,37.00,1.77,1.77,99.00,0.99,99.00,
101-07134,2024-10-13 01:57:00,40.00,37.00,37.00,37.00,1.77,1.77,99.00,0.99,99.00,
101-07134,2024-10-13 01:58:00,39.00,37.00,37.00,37.00,1.82,1.82,99.00,0.99,99.00,
101-07134,2024-10-13 01:59:00,38.00,37.00,37.00,37.00,1.87,1.87,99.00,0.99,99.00,
101-07134,2024-10-13 02:00:00,36.00,37.00,37.00,37.00,1.97,1.97,99.00,0.99,99.00,
101-07134,2024-10-13 02:01:00,33.00,37.00,37.00,37.00,2.15,2.15,99.00,0.99,99.00,
101-07134,2024-10-13 02:02:00,31.00,37.00,37.00,37.00,2.29,2.29,99.00,0.99,99.00,
101-07134,2024-10-13 02:03:00,32.00,37.00,37.00,37.00,2.22,2.22,99.00,0.99,99.00,
101-07134,2024-10-13 02:04:00,34.00,37.00,37.00,37.00,2.09,2.09,99.00,0.99,99.00,
101-07134,2024-10-13 02:05:00,36.00,37.00,37.00,37.00,1.97,1.97,99.00,0.99,99.00,
101-07134,2024-10-13 02:06:00,37.00,37.00,37.00,37.00,1.92,1.92,99.00,0.99,99.00,
