tmc_code,measurement_tstamp,speed,historical_average_speed,historical_average_speed,reference_speed,travel_time_minutes,travel_time_minutes,confidence_score,confidence,data_quality,cvalue
101P53056,2024-10-13 01:11:00,39.00,39.00,39.00,39.00,0.02,0.02,82.00,0.82,82.00,
101P53056,2024-10-13 01:12:00,39.00,39.00,39.00,39.00,0.02,0.02,80.00,0.80,80.00,
101P53056,2024-10-13 01:13:00,36.00,39.00,39.00,39.00,0.02,0.02,80.00,0.80,80.00,
101P53056,2024-10-13 01:14:00,36.00,39.00,39.00,39.00,0.02,0.02,85.00,0.85,85.00,
101P53056,2024-10-13 01:15:00,36.00,39.00,39.00,39.00,0.02,0.02,86.00,0.86,86.00,
101P53056,2024-10-13 01:16:00,36.00,39.00,39.00,39.00,0.02,0.02,86.00,0.86,86.00,
101P53056,2024-10-13 01:17:00,36.00,39.00,39.00,39.00,0.02,0.02,86.00,0.86,86.00,
101P53056,2024-10-13 01:18:00,36.00,39.00,39.00,39.00,0.02,0.02,83.00,0.83,83.00,
101P53056,2024-10-13 01:19:00,36.00,39.00,39.00,39.00,0.02,0.02,81.00,0.81,81.00,
101P53056,2024-10-13 01:20:00,36.00,39.00,39.00,39.00,0.02,0.02,81.00,0.81,81.00,
101P53056,2024-10-13 01:21:00,36.00,39.00,39.00,39.00,0.02,0.02,81.00,0.81,81.00,
101P53056,2024-10-13 01:22:00,36.00,39.00,39.00,39.00,0.02,0.02,81.00,0.81,81.00,
101P53056,2024-10-13 01:23:00,36.00,39.00,39.00,39.00,0.02,0.02,78.00,0.78,78.00,
101P53056,2024-10-13 01:24:00,36.00,39.00,39.00,39.00,0.02,0.02,77.00,0.77,77.00,
101P53056,2024-10-13 01:25:00,36.00,39.00,39.00,39.00,0.02,0.02,77.00,0.77,77.00,
101P53056,2024-10-13 01:26:00,36.00,39.00,39.00,39.00,0.02,0.02,77.00,0.77,77.00,
101P53056,2024-10-13 01:27:00,38.00,39.00,39.00,39.00,0.02,0.02,77.00,0.77,77.00,
101P53056,2024-10-13 01:28:00,40.00,39.00,39.00,39.00,0.02,0.02,74.00,0.74,74.00,
101P53056,2024-10-13 01:29:00,40.00,39.00,39.00,39.00,0.02,0.02,76.00,0.76,76.00,
101P53056,2024-10-13 01:30:00,43.00,39.00,39.00,39.00,0.01,0.01,88.00,0.88,88.00,
101P53056,2024-10-13 01:31:00,35.00,39.00,39.00,39.00,0.02,0.02,90.00,0.90,90.00,
101P53056,2024-10-13 01:32:00,35.00,39.00,39.00,39.00,0.02,0.02,90.00,0.90,90.00,
101P53056,2024-10-13 01:33:00,32.00,39.00,39.00,39.00,0.02,0.02,89.00,0.89,89.00,
101P53056,2024-10-13 01:34:00,37.00,39.00,39.00,39.00,0.02,0.02,88.00,0.88,88.00,
101P53056,2024-10-13 01:35:00,37.00,39.00,39.00,39.00,0.02,0.02,89.00,0.89,89.00,
101P53056,2024-10-13 01:36:00,36.00,39.00,39.00,39.00,0.02,0.02,83.00,0.83,83.00,
101P53056,2024-10-13 01:37:00,38.00,39.00,39.00,39.00,0.02,0.02,83.00,0.83,83.00,
101P53056,2024-10-13 01:38:00,38.00,39.00,39.00,39.00,0.02,0.02,83.00,0.83,83.00,
101P53056,2024-10-13 01:39:00,37.00,39.00,39.00,39.00,0.02,0.02,83.00,0.83,83.00,
101P53056,2024-10-13 01:40:00,40.00,39.00,39.00,39.00,0.02,0.02,79.00,0.79,79.00,
101P53056,2024-10-13 01:41:00,40.00,39.00,39.00,39.00,0.02,0.02,79.00,0.79,79.00,
101P53056,2024-10-13 01:42:00,40.00,39.00,39.00,39.00,0.02,0.02,79.00,0.79,79.00,
101P53056,2024-10-13 01:43:00,40.00,39.00,39.00,39.00,0.02,0.02,79.00,0.79,79.00,
101P53056,2024-10-13 01:44:00,40.00,39.00,39.00,39.00,0.02,0.02,78.00,0.78,78.00,
101P53056,2024-10-13 01:45:00,40.00,39.00,39.00,39.00,0.02,0.02,76.00,0.76,76.00,
101P53056,2024-10-13 01:46:00,40.00,39.00,39.00,39.00,0.02,0.02,76.00,0.76,76.00,
101P53056,2024-10-13 01:47:00,40.00,39.00,39.00,39.00,0.02,0.02,76.00,0.76,76.00,
101P53056,2024-10-13 01:48:00,40.00,39.00,39.00,39.00,0.02,0.02,76.00,0.76,76.00,
101P53056,2024-10-13 01:49:00,39.00,39.00,39.00,39.00,0.02,0.02,74.00,0.74,74.00,
101P53056,2024-10-13 01:50:00,39.00,39.00,39.00,39.00,0.02,0.02,74.00,0.74,74.00,
101P53056,2024-10-13 01:51:00,39.00,39.00,39.00,39.00,0.02,0.02,74.00,0.74,74.00,
101P53056,2024-10-13 01:52:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53056,2024-10-13 01:53:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53056,2024-10-13 01:54:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53056,2024-10-13 01:55:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53056,2024-10-13 01:56:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53056,2024-10-13 01:57:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53056,2024-10-13 01:58:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53056,2024-10-13 01:59:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53056,2024-10-13 02:00:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53056,2024-10-13 02:01:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53056,2024-10-13 02:02:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53056,2024-10-13 02:03:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53056,2024-10-13 02:04:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53056,2024-10-13 02:05:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53056,2024-10-13 02:06:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53056,2024-10-13 02:07:00,42.00,39.00,39.00,39.00,0.01,0.01,70.00,0.70,70.00,
101P53055,2024-10-13 00:00:00,42.00,39.00,39.00,39.00,0.02,0.02,74.00,0.74,74.00,
101P53055,2024-10-13 00:01:00,40.00,39.00,39.00,39.00,0.02,0.02,81.00,0.81,81.00,
101P53055,2024-10-13 00:02:00,40.00,39.00,39.00,39.00,0.02,0.02,81.00,0.81,81.00,
101P53055,2024-10-13 00:03:00,40.00,39.00,39.00,39.00,0.02,0.02,81.00,0.81,81.00,
101P53055,2024-10-13 00:04:00,40.00,39.00,39.00,39.00,0.02,0.02,79.00,0.79,79.00,
101P53055,2024-10-13 00:05:00,40.00,39.00,39.00,39.00,0.02,0.02,86.00,0.86,86.00,
101P53055,2024-10-13 00:06:00,40.00,39.00,39.00,39.00,0.02,0.02,94.00,0.94,94.00,
101P53055,2024-10-13 00:07:00,38.00,39.00,39.00,39.00,0.02,0.02,94.00,0.94,94.00,
101P53055,2024-10-13 00:08:00,38.00,39.00,39.00,39.00,0.02,0.02,94.00,0.94,94.00,
101P53055,2024-10-13 00:09:00,38.00,39.00,39.00,39.00,0.02,0.02,94.00,0.94,94.00,
101P53055,2024-10-13 00:10:00,40.00,39.00,39.00,39.00,0.02,0.02,93.00,0.93,93.00,
101P53055,2024-10-13 00:11:00,39.00,39.00,39.00,39.00,0.02,0.02,92.00,0.92,92.00,
101P53055,2024-10-13 00:12:00,40.00,39.00,39.00,39.00,0.02,0.02,92.00,0.92,92.00,
101P53055,2024-10-13 00:13:00,40.00,39.00,39.00,39.00,0.02,0.02,95.00,0.95,95.00,
101P53055,2024-10-13 00:14:00,40.00,39.00,39.00,39.00,0.02,0.02,96.00,0.96,96.00,
101P53055,2024-10-13 00:15:00,41.00,39.00,39.00,39.00,0.02,0.02,96.00,0.96,96.00,
101P53055,2024-10-13 00:16:00,40.00,39.00,39.00,39.00,0.02,0.02,98.00,0.98,98.00,
101P53055,2024-10-13 00:17:00,40.00,39.00,39.00,39.00,0.02,0.02,98.00,0.98,98.00,
101P53055,2024-10-13 00:18:00,40.00,39.00,39.00,39.00,0.02,0.02,97.00,0.97,97.00,
101P53055,2024-10-13 00:19:00,41.00,39.00,39.00,39.00,0.02,0.02,97.00,0.97,97.00,
101P53055,2024-10-13 00:20:00,41.00,39.00,39.00,39.00,0.02,0.02,96.00,0.96,96.00,
101P53055,2024-10-13 00:21:00,40.00,39.00,39.00,39.00,0.02,0.02,97.00,0.97,97.00,
101P53055,2024-10-13 00:22:00,39.00,39.00,39.00,39.00,0.02,0.02,97.00,0.97,97.00,
101P53055,2024-10-13 00:23:00,39.00,39.00,39.00,39.00,0.02,0.02,97.00,0.97,97.00,
101P53055,2024-10-13 00:24:00,39.00,39.00,39.00,39.00,0.02,0.02,96.00,0.96,96.00,
101P53055,2024-10-13 00:25:00,39.00,39.00,39.00,39.00,0.02,0.02,95.00,0.95,95.00,
101P53055,2024-10-13 00:26:00,39.00,39.00,39.00,39.00,0.02,0.02,92.00,0.92,92.00,
101P53055,2024-10-13 00:27:00,39.00,39.00,39.00,39.00,0.02,0.02,92.00,0.92,92.00,
101P53055,2024-10-13 00:28:00,40.00,39.00,39.00,39.00,0.02,0.02,91.00,0.91,91.00,
101P53055,2024-10-13 00:29:00,40.00,39.00,39.00,39.00,0.02,0.02,91.00,0.91,91.00,
101P53055,2024-10-13 00:30:00,40.00,39.00,39.00,39.00,0.02,0.02,89.00,0.89,89.00,
101P53055,2024-10-13 00:31:00,40.00,39.00,39.00,39.00,0.02,0.02,87.00,0.87,87.00,
101P53055,2024-10-13 00:32:00,38.00,39.00,39.00,39.00,0.02,0.02,90.00,0.90,90.00,
101P53055,2024-10-13 00:33:00,38.00,39.00,39.00,39.00,0.02,0.02,88.00,0.88,88.00,
101P53055,2024-10-13 00:34:00,37.00,39.00,39.00,39.00,0.02,0.02,87.00,0.87,87.00,
101P53055,2024-10-13 00:35:00,38.00,39.00,39.00,39.00,0.02,0.02,85.00,0.85,85.00,
101P53055,2024-10-13 00:36:00,38.00,39.00,39.00,39.00,0.02,0.02,82.00,0.82,82.00,
101P53055,2024-10-13 00:37:00,38.00,39.00,39.00,39.00,0.02,0.02,81.00,0.81,81.00,
101P53055,2024-10-13 00:38:00,38.00,39.00,39.00,39.00,0.02,0.02,79.00,0.79,79.00,
101P53055,2024-10-13 00:39:00,41.00,39.00,39.00,39.00,0.02,0.02,85.00,0.85,85.00,
101P53055,2024-10-13 00:40:00,41.00,39.00,39.00,39.00,0.02,0.02,84.00,0.84,84.00,
101P53055,2024-10-13 00:41:00,42.00,39.00,39.00,39.00,0.02,0.02,84.00,0.84,84.00,
101P53055,2024-10-13 00:42:00,42.00,39.00,39.00,39.00,0.02,0.02,83.00,0.83,83.00,
101P53055,2024-10-13 00:43:00,42.00,39.00,39.00,39.00,0.02,0.02,81.00,0.81,81.00,
101P53055,2024-10-13 00:44:00,42.00,39.00,39.00,39.00,0.02,0.02,80.00,0.80,80.00,
101P53055,2024-10-13 00:45:00,42.00,39.00,39.00,39.00,0.02,0.02,80.00,0.80,80.00,
101P53055,2024-10-13 00:46:00,42.00,39.00,39.00,39.00,0.02,0.02,80.00,0.80,80.00,
101P53055,2024-10-13 00:47:00,42.00,39.00,39.00,39.00,0.02,0.02,79.00,0.79,79.00,
101P53055,2024-10-13 00:48:00,42.00,39.00,39.00,39.00,0.02,0.02,77.00,0.77,77.00,
101P53055,2024-10-13 00:49:00,42.00,39.00,39.00,39.00,0.02,0.02,77.00,0.77,77.00,
101P53055,2024-10-13 00:50:00,42.00,39.00,39.00,39.00,0.02,0.02,77.00,0.77,77.00,
101P53055,2024-10-13 00:51:00,42.00,39.00,39.00,39.00,0.02,0.02,76.00,0.76,76.00,
101P53055,2024-10-13 00:52:00,43.00,39.00,39.00,39.00,0.01,0.01,75.00,0.75,75.00,
101P53055,2024-10-13 00:53:00,43.00,39.00,39.00,39.00,0.01,0.01,74.00,0.74,74.00,
101P53055,2024-10-13 00:54:00,43.00,39.00,39.00,39.00,0.01,0.01,73.00,0.73,73.00,
101P53055,2024-10-13 00:55:00,43.00,39.00,39.00,39.00,0.01,0.01,73.00,0.73,73.00,
101P53055,2024-10-13 00:56:00,43.00,39.00,39.00,39.00,0.01,0.01,73.00,0.73,73.00,
101P53055,2024-10-13 00:57:00,43.00,39.00,39.00,39.00,0.01,0.01,73.00,0.73,73.00,
101P53055,2024-10-13 00:58:00,43.00,39.00,39.00,39.00,0.01,0.01,71.00,0.71,71.00,
101P53055,2024-10-13 00:59:00,43.00,39.00,39.00,39.00,0.01,0.01,71.00,0.71,71.00,
101P53055,2024-10-13 01:00:00,43.00,39.00,39.00,39.00,0.01,0.01,71.00,0.71,71.00,
101P53055,2024-10-13 01:01:00,42.00,39.00,39.00,39.00,0.02,0.02,70.00,0.70,70.00,
101P53055,2024-10-13 01:02:00,42.00,39.00,39.00,39.00,0.02,0.02,70.00,0.70,70.00,
101P53055,2024-10-13 01:03:00,42.00,39.00,39.00,39.00,0.02,0.02,70.00,0.70,70.00,
101P53055,2024-10-13 01:04:00,42.00,39.00,39.00,39.00,0.02,0.02,70.00,0.70,70.00,
101P53055,2024-10-13 01:05:00,42.00,39.00,39.00,39.00,0.02,0.02,70.00,0.70,70.00,
101P53055,2024-10-13 01:06:00,42.00,39.00,39.00,39.00,0.02,0.02,70.00,0.70,70.00,
101P53055,2024-10-13 01:07:00,42.00,39.00,39.00,39.00,0.02,0.02,70.00,0.70,70.00,
101P53055,2024-10-13 01:08:00,44.00,39.00,39.00,39.00,0.01,0.01,73.00,0.73,73.00,
101P53055,2024-10-13 01:09:00,44.00,39.00,39.00,39.00,0.01,0.01,73.00,0.73,73.00,
101P53055,2024-10-13 01:10:00,44.00,39.00,39.00,39.00,0.01,0.01,73.00,0.73,73.00,
101P53055,2024-10-13 01:11:00,44.00,39.00,39.00,39.00,0.01,0.01,73.00,0.73,73.00,
101P53055,2024-10-13 01:12:00,44.00,39.00,39.00,39.00,0.01,0.01,72.00,0.72,72.00,
101P53055,2024-10-13 01:13:00,44.00,39.00,39.00,39.00,0.01,0.01,72.00,0.72,72.00,
101P53055,2024-10-13 01:14:00,43.00,39.00,39.00,39.00,0.01,0.01,74.00,0.74,74.00,
101P53055,2024-10-13 01:15:00,43.00,39.00,39.00,39.00,0.01,0.01,74.00,0.74,74.00,
101P53055,2024-10-13 01:16:00,42.00,39.00,39.00,39.00,0.02,0.02,74.00,0.74,74.00,
101P53055,2024-10-13 01:17:00,42.00,39.00,39.00,39.00,0.02,0.02,73.00,0.73,73.00,
101P53055,2024-10-13 01:18:00,42.00,39.00,39.00,39.00,0.02,0.02,73.00,0.73,73.00,
101P53055,2024-10-13 01:19:00,42.00,39.00,39.00,39.00,0.02,0.02,72.00,0.72,72.00,
101P53055,2024-10-13 01:20:00,42.00,39.00,39.00,39.00,0.02,0.02,72.00,0.72,72.00,
101P53055,2024-10-13 01:21:00,42.00,39.00,39.00,39.00,0.02,0.02,72.00,0.72,72.00,
101P53055,2024-10-13 01:22:00,42.00,39.00,39.00,39.00,0.02,0.02,72.00,0.72,72.00,
101P53055,2024-10-13 01:23:00,42.00,39.00,39.00,39.00,0.02,0.02,72.00,0.72,72.00,
101P53055,2024-10-13 01:24:00,42.00,39.00,39.00,39.00,0.02,0.02,72.00,0.72,72.00,
101P53055,2024-10-13 01:25:00,42.00,39.00,39.00,39.00,0.02,0.02,72.00,0.72,72.00,
101P53055,2024-10-13 01:26:00,42.00,39.00,39.00,39.00,0.02,0.02,72.00,0.72,72.00,
101P53055,2024-10-13 01:27:00,42.00,39.00,39.00,39.00,0.02,0.02,71.00,0.71,71.00,
101P53055,2024-10-13 01:28:00,41.00,39.00,39.00,39.00,0.02,0.02,81.00,0.81,81.00,
101P53055,2024-10-13 01:29:00,42.00,39.00,39.00,39.00,0.02,0.02,89.00,0.89,89.00,
101P53055,2024-10-13 01:30:00,42.00,39.00,39.00,39.00,0.02,0.02,89.00,0.89,89.00,
101P53055,2024-10-13 01:31:00,42.00,39.00,39.00,39.00,0.02,0.02,89.00,0.89,89.00,
101P53055,2024-10-13 01:32:00,42.00,39.00,39.00,39.00,0.02,0.02,89.00,0.89,89.00,
101P53055,2024-10-13 01:33:00,42.00,39.00,39.00,39.00,0.02,0.02,85.00,0.85,85.00,
101P53055,2024-10-13 01:34:00,42.00,39.00,39.00,39.00,0.02,0.02,83.00,0.83,83.00,
101P53055,2024-10-13 01:35:00,42.00,39.00,39.00,39.00,0.02,0.02,83.00,0.83,83.00,
101P53055,2024-10-13 01:36:00,42.00,39.00,39.00,39.00,0.02,0.02,83.00,0.83,83.00,
101P53055,2024-10-13 01:37:00,42.00,39.00,39.00,39.00,0.02,0.02,83.00,0.83,83.00,
101P53055,2024-10-13 01:38:00,42.00,39.00,39.00,39.00,0.02,0.02,80.00,0.80,80.00,
101P53055,2024-10-13 01:39:00,42.00,39.00,39.00,39.00,0.02,0.02,79.00,0.79,79.00,
101P53055,2024-10-13 01:40:00,42.00,39.00,39.00,39.00,0.02,0.02,79.00,0.79,79.00,
101P53055,2024-10-13 01:41:00,42.00,39.00,39.00,39.00,0.02,0.02,79.00,0.79,79.00,
101P53055,2024-10-13 01:42:00,42.00,39.00,39.00,39.00,0.02,0.02,79.00,0.79,79.00,
101P53055,2024-10-13 01:43:00,42.00,39.00,39.00,39.00,0.02,0.02,77.00,0.77,77.00,
101P53055,2024-10-13 01:44:00,42.00,39.00,39.00,39.00,0.02,0.02,76.00,0.76,76.00,
101P53055,2024-10-13 01:45:00,42.00,39.00,39.00,39.00,0.02,0.02,76.00,0.76,76.00,
101P53055,2024-10-13 01:46:00,42.00,39.00,39.00,39.00,0.02,0.02,76.00,0.76,76.00,
101P53055,2024-10-13 01:47:00,43.00,39.00,39.00,39.00,0.01,0.01,75.00,0.75,75.00,
101P53055,2024-10-13 01:48:00,43.00,39.00,39.00,39.00,0.01,0.01,72.00,0.72,72.00,
101P53055,2024-10-13 01:49:00,43.00,39.00,39.00,39.00,0.01,0.01,72.00,0.72,72.00,
101P53055,2024-10-13 01:50:00,43.00,39.00,39.00,39.00,0.01,0.01,72.00,0.72,72.00,
101P53055,2024-10-13 01:51:00,42.00,39.00,39.00,39.00,0.02,0.02,70.00,0.70,70.00,
101P53055,2024-10-13 01:52:00,42.00,39.00,39.00,39.00,0.02,0.02,70.00,0.70,70.00,
101P53055,2024-10-13 01:53:00,42.00,39.00,39.00,39.00,0.02,0.02,70.00,0.70,70.00,
101P53055,2024-10-13 01:54:00,42.00,39.00,39.00,39.00,0.02,0.02,70.00,0.70,70.00,
101P53055,2024-10-13 01:55:00,42.00,39.00,39.00,39.00,0.02,0.02,70.00,0.70,70.00,
101P53055,2024-10-13 01:56:00,46.00,39.00,39.00,39.00,0.01,0.01,82.00,0.82,82.00,
101P53055,2024-10-13 01:57:00,46.00,39.00,39.00,39.00,0.01,0.01,88.00,0.88,88.00,
101P53055,2024-10-13 01:58:00,46.00,39.00,39.00,39.00,0.01,0.01,88.00,0.88,88.00,
101P53055,2024-10-13 01:59:00,45.00,39.00,39.00,39.00,0.01,0.01,88.00,0.88,88.00,
101P53055,2024-10-13 02:00:00,45.00,39.00,39.00,39.00,0.01,0.01,88.00,0.88,88.00,
101P53055,2024-10-13 02:01:00,45.00,39.00,39.00,39.00,0.01,0.01,84.00,0.84,84.00,
101P53055,2024-10-13 02:02:00,45.00,39.00,39.00,39.00,0.01,0.01,83.00,0.83,83.00,
101P53055,2024-10-13 02:03:00,45.00,39.00,39.00,39.00,0.01,0.01,83.00,0.83,83.00,
101P53055,2024-10-13 02:04:00,45.00,39.00,39.00,39.00,0.01,0.01,83.00,0.83,83.00,
101P53055,2024-10-13 02:05:00,45.00,39.00,39.00,39.00,0.01,0.01,82.00,0.82,82.00,
101P53055,2024-10-13 02:06:00,45.00,39.00,39.00,39.00,0.01,0.01,79.00,0.79,79.00,
101P53055,2024-10-13 02:07:00,45.00,39.00,39.00,39.00,0.01,0.01,78.00,0.78,78.00,
101P53176,2024-10-13 00:00:00,34.00,36.00,36.00,37.00,0.06,0.06,89.00,0.89,89.00,
101P53176,2024-10-13 00:01:00,34.00,36.00,36.00,37.00,0.06,0.06,92.00,0.92,92.00,
101P53176,2024-10-13 00:02:00,32.00,36.00,36.00,37.00,0.07,0.07,92.00,0.92,92.00,
101P53176,2024-10-13 00:03:00,32.00,36.00,36.00,37.00,0.07,0.07,91.00,0.91,91.00,
101P53176,2024-10-13 00:04:00,33.00,36.00,36.00,37.00,0.06,0.06,90.00,0.90,90.00,
101P53176,2024-10-13 00:05:00,32.00,36.00,36.00,37.00,0.07,0.07,89.00,0.89,89.00,
101P53176,2024-10-13 00:06:00,33.00,36.00,36.00,37.00,0.06,0.06,87.00,0.87,87.00,
101P53176,2024-10-13 00:07:00,33.00,36.00,36.00,37.00,0.06,0.06,86.00,0.86,86.00,
101P53176,2024-10-13 00:08:00,34.00,36.00,36.00,37.00,0.06,0.06,87.00,0.87,87.00,
101P53176,2024-10-13 00:09:00,35.00,36.00,36.00,37.00,0.06,0.06,88.00,0.88,88.00,
101P53176,2024-10-13 00:10:00,34.00,36.00,36.00,37.00,0.06,0.06,88.00,0.88,88.00,
101P53176,2024-10-13 00:11:00,34.00,36.00,36.00,37.00,0.06,0.06,87.00,0.87,87.00,
101P53176,2024-10-13 00:12:00,34.00,36.00,36.00,37.00,0.06,0.06,86.00,0.86,86.00,
101P53176,2024-10-13 00:13:00,34.00,36.00,36.00,37.00,0.06,0.06,85.00,0.85,85.00,
101P53176,2024-10-13 00:14:00,37.00,36.00,36.00,37.00,0.06,0.06,92.00,0.92,92.00,
101P53176,2024-10-13 00:15:00,37.00,36.00,36.00,37.00,0.06,0.06,92.00,0.92,92.00,
101P53176,2024-10-13 00:16:00,37.00,36.00,36.00,37.00,0.06,0.06,92.00,0.92,92.00,
101P53176,2024-10-13 00:17:00,37.00,36.00,36.00,37.00,0.06,0.06,92.00,0.92,92.00,
101P53176,2024-10-13 00:18:00,37.00,36.00,36.00,37.00,0.06,0.06,92.00,0.92,92.00,
101P53176,2024-10-13 00:19:00,38.00,36.00,36.00,37.00,0.06,0.06,86.00,0.86,86.00,
101P53176,2024-10-13 00:20:00,39.00,36.00,36.00,37.00,0.05,0.05,86.00,0.86,86.00,
101P53176,2024-10-13 00:21:00,38.00,36.00,36.00,37.00,0.06,0.06,86.00,0.86,86.00,
101P53176,2024-10-13 00:22:00,36.00,36.00,36.00,37.00,0.06,0.06,86.00,0.86,86.00,
101P53176,2024-10-13 00:23:00,37.00,36.00,36.00,37.00,0.06,0.06,92.00,0.92,92.00,
101P53176,2024-10-13 00:24:00,37.00,36.00,36.00,37.00,0.06,0.06,88.00,0.88,88.00,
101P53176,2024-10-13 00:25:00,37.00,36.00,36.00,37.00,0.06,0.06,88.00,0.88,88.00,
101P53176,2024-10-13 00:26:00,37.00,36.00,36.00,37.00,0.06,0.06,88.00,0.88,88.00,
101P53176,2024-10-13 00:27:00,37.00,36.00,36.00,37.00,0.06,0.06,86.00,0.86,86.00,
101P53176,2024-10-13 00:28:00,37.00,36.00,36.00,37.00,0.06,0.06,86.00,0.86,86.00,
101P53176,2024-10-13 00:29:00,38.00,36.00,36.00,37.00,0.06,0.06,82.00,0.82,82.00,
101P53176,2024-10-13 00:30:00,38.00,36.00,36.00,37.00,0.06,0.06,82.00,0.82,82.00,
101P53176,2024-10-13 00:31:00,38.00,36.00,36.00,37.00,0.06,0.06,82.00,0.82,82.00,
101P53176,2024-10-13 00:32:00,38.00,36.00,36.00,37.00,0.06,0.06,80.00,0.80,80.00,
101P53176,2024-10-13 00:33:00,38.00,36.00,36.00,37.00,0.06,0.06,79.00,0.79,79.00,
101P53176,2024-10-13 00:34:00,35.00,36.00,36.00,37.00,0.06,0.06,77.00,0.77,77.00,
101P53176,2024-10-13 00:35:00,37.00,36.00,36.00,37.00,0.06,0.06,82.00,0.82,82.00,
101P53176,2024-10-13 00:36:00,37.00,36.00,36.00,37.00,0.06,0.06,85.00,0.85,85.00,
101P53176,2024-10-13 00:37:00,37.00,36.00,36.00,37.00,0.06,0.06,83.00,0.83,83.00,
101P53176,2024-10-13 00:38:00,37.00,36.00,36.00,37.00,0.06,0.06,83.00,0.83,83.00,
101P53176,2024-10-13 00:39:00,37.00,36.00,36.00,37.00,0.06,0.06,83.00,0.83,83.00,
101P53176,2024-10-13 00:40:00,37.00,36.00,36.00,37.00,0.06,0.06,80.00,0.80,80.00,
101P53176,2024-10-13 00:41:00,38.00,36.00,36.00,37.00,0.06,0.06,80.00,0.80,80.00,
101P53176,2024-10-13 00:42:00,37.00,36.00,36.00,37.00,0.06,0.06,78.00,0.78,78.00,
101P53176,2024-10-13 00:43:00,36.00,36.00,36.00,37.00,0.06,0.06,79.00,0.79,79.00,
101P53176,2024-10-13 00:44:00,35.00,36.00,36.00,37.00,0.06,0.06,89.00,0.89,89.00,
101P53176,2024-10-13 00:45:00,33.00,36.00,36.00,37.00,0.06,0.06,94.00,0.94,94.00,
101P53176,2024-10-13 00:46:00,27.00,36.00,36.00,37.00,0.08,0.08,94.00,0.94,94.00,
101P53176,2024-10-13 00:47:00,28.00,36.00,36.00,37.00,0.08,0.08,94.00,0.94,94.00,
101P53176,2024-10-13 00:48:00,27.00,36.00,36.00,37.00,0.08,0.08,94.00,0.94,94.00,
101P53176,2024-10-13 00:49:00,28.00,36.00,36.00,37.00,0.08,0.08,91.00,0.91,91.00,
101P53176,2024-10-13 00:50:00,28.00,36.00,36.00,37.00,0.08,0.08,89.00,0.89,89.00,
101P53176,2024-10-13 00:51:00,27.00,36.00,36.00,37.00,0.08,0.08,89.00,0.89,89.00,
101P53176,2024-10-13 00:52:00,28.00,36.00,36.00,37.00,0.08,0.08,89.00,0.89,89.00,
101P53176,2024-10-13 00:53:00,28.00,36.00,36.00,37.00,0.08,0.08,88.00,0.88,88.00,
101P53176,2024-10-13 00:54:00,27.00,36.00,36.00,37.00,0.08,0.08,86.00,0.86,86.00,
101P53176,2024-10-13 00:55:00,28.00,36.00,36.00,37.00,0.08,0.08,88.00,0.88,88.00,
101P53176,2024-10-13 00:56:00,29.00,36.00,36.00,37.00,0.07,0.07,93.00,0.93,93.00,
101P53176,2024-10-13 00:57:00,32.00,36.00,36.00,37.00,0.07,0.07,93.00,0.93,93.00,
101P53176,2024-10-13 00:58:00,33.00,36.00,36.00,37.00,0.06,0.06,93.00,0.93,93.00,
101P53176,2024-10-13 00:59:00,32.00,36.00,36.00,37.00,0.07,0.07,92.00,0.92,92.00,
101P53176,2024-10-13 01:00:00,32.00,36.00,36.00,37.00,0.07,0.07,92.00,0.92,92.00,
101P53176,2024-10-13 01:01:00,33.00,36.00,36.00,37.00,0.06,0.06,88.00,0.88,88.00,
101P53176,2024-10-13 01:02:00,32.00,36.00,36.00,37.00,0.07,0.07,88.00,0.88,88.00,
101P53176,2024-10-13 01:03:00,33.00,36.00,36.00,37.00,0.06,0.06,87.00,0.87,87.00,
101P53176,2024-10-13 01:04:00,33.00,36.00,36.00,37.00,0.06,0.06,87.00,0.87,87.00,
101P53176,2024-10-13 01:05:00,33.00,36.00,36.00,37.00,0.06,0.06,84.00,0.84,84.00,
101P53176,2024-10-13 01:06:00,34.00,36.00,36.00,37.00,0.06,0.06,79.00,0.79,79.00,
101P53176,2024-10-13 01:07:00,34.00,36.00,36.00,37.00,0.06,0.06,79.00,0.79,79.00,
